PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
5590259;Colegio Edith Stein;;;;BUS: 6, 60, 131;"ENSEÑANZA: Educación Infantil (Primer y segundo Ciclo) - Primaria - Educación Secundaria Obligatoria - Bachillerato (Humanidades y Ciencias Sociales - Ciencias y Tecnología) - Enseñanza biling&amp;uuml;e - Formación Profesional de Grado Medio: Atención a personas en situación de dependencia - Sistemas microinformáticos y redes Formación Profesional de Grado Superior: Educación Infantil - Producción de audiovisuales y espectáculos";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a010df79925e6210VgnVCM1000000b205a0aRCRD;SIMCA;CALLE;V;20;;;;;MADRID;MADRID;28041;1;ORCASITAS;12;USERA;439936;4468648;40.36623434;-3.707460397;913 412 879;911 739 441;secretaria@colegioedithstein.es;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
5385;Colegio El Ave María;;;Comedor;METRO: Nueva Numancia BUS: 8 , 10 , 24 , 54 , 57 , 58 , 111 , 113 , 136 , 141 , 310;ENSEÑANZA: Educación infantil - Primaria - ESO;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=00d67b503a71c010VgnVCM1000000b205a0aRCRD;DOCTOR SALGADO;CALLE;NUM;16;;;;;MADRID;MADRID;28038;6;NUMANCIA;13;PUENTE DE VALLECAS;443624;4472110;40.39768874;-3.664319692;914 306 527;914 379 444;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
5366;Colegio El Carmelo Teresiano;;;Comedor - Horario ampliado;BUS: 34 , 39 , 139 RENFE: Las Aguilas;"ENSEÑANZA: Educación infantil - Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias y Tecnología) - Enseñanza biling&amp;uuml;e -";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b2e67b503a71c010VgnVCM1000000b205a0aRCRD;NUÑOMORAL;CALLE;NUM;1;;;;;MADRID;MADRID;28044;7;LAS AGUILAS;10;LATINA;433886;4469903;40.37708212;-3.778831206;917 052 427;917 106 655;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
5505;Colegio El Cid;;;Comedor - Horario ampliado;METRO: San Cipriano BUS: 4 , 100 , 106 RENFE: Vicálvaro;ENSEÑANZA: Educación infantil (segundo ciclo) - Primaria - ESO;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28cbae10c471c010VgnVCM1000000b205a0aRCRD;SAN CIPRIANO;CALLE;V;34;;;;;MADRID;MADRID;28032;1;CASCO H.VICALVARO;19;VICALVARO;448594;4472758;40.4038508;-3.605809093;917 760 262;917 760 262;colegioelcid@gmail.com;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
5737;Colegio El Porvenir;;;Comedor - Horario ampliado - Residencia;METRO: Cuatro Caminos BUS: 3 , 12 , 37 , 45 , 64 , 66 , 124 , 127 , 128 , 149;"Enseñanzas:  Primer Ciclo de Educación Infantil Segundo Ciclo de Educación Infantil Educación Primaria Educación Secundaria Obligatoria Bachillerato (Ciencias - Humanidades y Ciencias Sociales)   Formación profesional de grado superior:    Servicios socioculturales y a la comunidad: Educación Infantil Informática y comunicaciones: Desarrollo de aplicaciones web  Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dadbae10c471c010VgnVCM1000000b205a0aRCRD;BRAVO MURILLO;CALLE;NUM;85;;;;;MADRID;MADRID;28003;6;VALLEHERMOSO;7;CHAMBERI;440280;4477383;40.44495721;-3.704228719;915 331 337;915 345 492;cc.elporvenir.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
6038;Colegio El Prado;;;;BUS: 134;ENSEÑANZA: Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8debae10c471c010VgnVCM1000000b205a0aRCRD;COSTA BRAVA;CALLE;NUM;4;;;;;MADRID;MADRID;28034;7;MIRASIERRA;8;FUENCARRAL-EL PARDO;440489;4483067;40.49617589;-3.702297599;917 355 710 - 917 341 679;917 341 679;elprado@fomento.edu;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
62744;Colegio El Valle;;;"Enseñanza biling&amp;uuml;e";Metro: Valdebernardo Bus: 71 , 130 , 8;Enseñanzas:   Primer Ciclo de Educación Infantil   Segundo Ciclo de Educación Infantil Educación Primaria Educación Secundaria Obligatoria  Bachillerato:  Ciencias Humanidades y Ciencias Sociales    Formación Profesional de grado medio  Gestión Administrativa    Formación Profesional de grado superior   ACTIVIDADES FÍSICAS Y DEPORTIVAS: Animación de Actividades Físicas y Deportivas;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecb6598d1351c010VgnVCM1000000b205a0aRCRD;CORDEL DE PAVONES;CALLE;V;2;;;;;MADRID;MADRID;28032;1;CASCO H.VICALVARO;19;VICALVARO;447581;4472644;40.40275784;-3.6177381;917 511 510 - 917 511 250;917 511 693;"cc.elvalle.madrid@educa.madrid.org; valdebernardo@colegioelvalle.com";/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados; 
4711013;Colegio El Valle II;;;;BUS: 172, 173;"Enseñanzas:  Primer Ciclo de Educación Infantil Segundo Ciclo de Educación Infantil Educación Primaria Educación Secundaria Obligatoria Bachillerato (Ciencias - Humanidades y Ciencias Sociales)  Formación Profesional de grado medio  Actividades físicas y deportivas (Enseñanza y animación sociodeportiva)    Formación Profesional de grado superior  Actividades físicas y deportivas (Animación de Actividades Físicas y Deportivas) Informática y comunicaciones (Desarrollo de Aplicaciones Multiplataforma)     Enseñanza biling&amp;uuml;e";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=103fef6ce67e6110VgnVCM1000000b205a0aRCRD;ANA DE AUSTRIA;CALLE;V;60;;;;;MADRID;MADRID;28050;6;VALDEFUENTES;16;HORTALEZA;444593;4483522;40.50054994;-3.653897551;917 188 426;917 188 721;sanchinarro@colegioelvalle.com;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
4894255;Colegio El Valle III;;;;Metro: Palas del Rey  Bus: 172, 176;"Enseñanzas:  Primer Ciclo de Educación Infantil Segundo Ciclo de Educación Infantil Educación Primaria Educación Secundaria Obligatoria Bachillerato (Ciencias - Humanidades y Ciencias Sociales)  Formación Profesional de grado medio:   ADMINISTRACIÓN Y GESTIÓN: Gestión Administrativa ACTIVIDADES FÍSICAS Y DEPORTIVAS: Conducción de Actividades Físico-Deportivas en el Medio Natural     Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=41490d605b579110VgnVCM1000000b205a0aRCRD;CEBREIRO;CALLE;V;2;;;;;MADRID;MADRID;28050;6;VALVERDE;8;FUENCARRAL-EL PARDO;443864;4483964;40.50448266;-3.662539633;914 273 503;914 273 055;cc.valletres.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
8157163;Colegio English For Fun (EE. UU.);;;;Metro: Lima, Nuevos Ministerios BUS: 7, 14, 27, 40, 43, 51, 120, 126, 147, 150;Enseñanzas   Primer ciclo Educación Infantil Extranjero Segundo ciclo Educación Infantil Extranjero Educación Primaria Extranjero;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24a6aa8c93fce410VgnVCM2000000c205a0aRCRD;DARRO;CALLE;V;5;;;;;MADRID;MADRID;28002;1;EL VISO;5;CHAMARTIN;441824;4477816;40.44896742;-3.68605103;914 412 233;913 083 660;elviso@englishforfun.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5530;Colegio Enriqueta Aymer;;;;BUS: 34 , 39 , 139 RENFE: Las Aguilas;ENSEÑANZA: Educación infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c21cae10c471c010VgnVCM1000000b205a0aRCRD;MIRABEL;CALLE;NUM;38;;;;;MADRID;MADRID;28044;7;LAS AGUILAS;10;LATINA;433870;4470373;40.37944131;-3.780342707;917 052 100;915 090 212;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
43526;Colegio Escuela Al - Nahda Al - Gadida de Madrid;;;;METRO: República Argentina BUS: 7 , 16 , 19 , 51;ENSEÑANZA: Sistema Educativo Libio Árabe  EDUCACIÓN: Primaria - ESO - Bachillerato ALUMNOS: Hijos de los empleados de la Embajada de Libia IDIOMA: Árabe EDAD: De 6 a 17 años;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7fc6598d1351c010VgnVCM1000000b205a0aRCRD;RODRIGUEZ MARIN;CALLE;NUM;7;;;;;MADRID;MADRID;28002;1;EL VISO;5;CHAMARTIN;442199;4477431;40.44552532;-3.681594034;915 646 006;;ce.alfateh.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
43523;Colegio Escuela Iraquí;;;;BUS: 115;ENSEÑANZA: Sistema Educativo Árabe  EDUCACIÓN: Primaria - Secundaria Obligatoria - Bachillerato ALUMNOS: Árabes  IDIOMA: Árabe - Español;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=02e6598d1351c010VgnVCM1000000b205a0aRCRD;ABUBILLA;RONDA;NUM;18;;;;PARQUE CONDE ORGAZ;MADRID;MADRID;28043;2;PIOVERA;16;HORTALEZA;446289;4478144;40.45222271;-3.633427631;S/T;;ce.escuelairaqui.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
106077;Colegio Escuela Maternal Francesa Pomme D'Api (Ecole Maternelle Francaise);;;;BUS: 122;"ENSEÑANZA: Sistema Educativo Francés EDUCACIÓN: Infantil 1er y 2&amp;ordm; Ciclo  ALUMNOS: Españoles - Franceses - Francófonos  IDIOMA: Francés EDAD: De 2 a 6 años";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=07d08899fc81c010VgnVCM1000000b205a0aRCRD;MADROÑOS;AVENIDA;V;69;;;;;MADRID;MADRID;28043;2;PIOVERA;16;HORTALEZA;446476;4478570;40.45607235;-3.631270126;913 882 764;;emfpommedapi@yahoo.es;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
5723;Colegio Escuelas Santísimo Sacramento. Calle María Auxiliadora;;;Comedor;METRO: Francos Rodríguez BUS: 44 , 64 , 126 , 128 , 132;ENSEÑANZA: Educación Infantil - Primaria - ESO;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f20bf3216571c010VgnVCM1000000b205a0aRCRD;MARIA AUXILIADORA;CALLE;NUM;9;;;;;MADRID;MADRID;28040;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;439342;4478816;40.45778932;-3.715425579;914 598 763;913 110 735;cc.santisimosacramento.madrid@educa.madrid.org titulardehesa@salesianas.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
5531;Colegio Espíritu Santo;;;Comedor - Horario ampliado;BUS: 15 , 110 , 210;"ENSEÑANZA: Educación infantil - Primaria - ESO - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=752cae10c471c010VgnVCM1000000b205a0aRCRD;SAN EMILIO;CALLE;NUM;54;;;;;MADRID;MADRID;28017;1;VENTAS;15;CIUDAD LINEAL;444319;4475258;40.42609447;-3.65640601;914 055 439 - 914 052 840;914 043 803;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
6803100;Colegio Estadounidense City Country School;;;;BUS: 64, 137, 82;Centro extranjero: Educación infantil (segundo ciclo) - Educación primaria - Educación secundaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=150ed116a45ac310VgnVCM2000000c205a0aRCRD;ISLA SOLEDAD;CALLE;V;2;;;;;MADRID;MADRID;28035;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438567;4479918;40.46765967;-3.724660292;913 738 695;;info@citycountryschool.org;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
11018990;Colegio estadounidense Ellaluna American School;;;;METRO: Torre Arias BUS: 28, 48 , 140 , 153;ENSEÑANZA: Sistema educativo estadounidense para alumnos españoles y extranjeros desde los 3 a los 12 años (equivalentes a segundo ciclo de infantil y primaria).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad8b8344b9e3d610VgnVCM1000001d4a900aRCRD;PANDORA;CALLE;NUM;23;;;;;MADRID;MADRID;28037;1;SIMANCAS;20;SAN BLAS-CANILLEJAS;447889;4476970;40.43986779;-3.615743029;627 485 207;;;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
7692927;Colegio Estadounidense Madrid Active School;;;;BUS: 82, 137;Educación infantil (segundo ciclo) - Educación primaria;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=45e68f35ca139410VgnVCM2000000c205a0aRCRD;ANTONIO REIG;CALLE;V;6;;;;;MADRID;MADRID;28035;3;CIUDAD UNIVERSITARIA;9;MONCLOA-ARAVACA;438290;4479713;40.46579236;-3.727919376;666 667 785 - 627 810 121;;info@madridactiveschool.org;/contenido/entidadesYorganismos/CentrosEducacion/EscuelasInfantilesPrivadasGuarderias; 
10656604;Colegio Estadounidense Madrid Montessori School;;;;Metro: Concha Espina - Cruz del Rayo  Bus: 7, 16, 19, 51;Enseñanzas   Primer ciclo Educación Infantil Extranjero Segundo ciclo Educación Infantil Extranjero Educación Primaria Extranjero;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=60b8b1980a322610VgnVCM2000001f4a900aRCRD;GENIL;CALLE;V;11;;;;;MADRID;MADRID;28002;1;EL VISO;5;CHAMARTIN;442254;4477800;40.44885872;-3.680972874;910 492 215;;info@madridmontessori.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
5935431;Colegio Estudiantes las Tablas;;;;BUS: 176;"Enseñanzas:  Primer Ciclo de Educación Infantil Segundo Ciclo de Educación Infantil Educación Primaria Educación Secundaria Obligatoria Bachillerato (Ciencias - Humanidades y Ciencias Sociales)  Formación Profesional de grado superior  ACTIVIDADES FÍSICAS Y DEPORTIVAS: Animación de Actividades Físicas y Deportivas SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD: Educación infantil ADMINISTRACIÓN Y GESTIÓN: Administración y Finanzas    Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13724ac7e4bdd210VgnVCM1000000b205a0aRCRD;FROMISTA;CALLE;V;1;;;;;MADRID;MADRID;28050;6;VALVERDE;8;FUENCARRAL-EL PARDO;442431;4484431;40.50860031;-3.67950571;918 250 075;;info@colegioestudianteslastablas.edu.es;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
5534;Colegio Estudio;;;;BUS: 161;ENSEÑANZA: Educación infantil (primer y segundo ciclo) - Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias - Artes);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=da4cae10c471c010VgnVCM1000000b205a0aRCRD;JIMENA MENENDEZ PIDAL;CALLE;V;11;;;;;MADRID;MADRID;28023;5;VALDEMARIN;9;MONCLOA-ARAVACA;435064;4480271;40.47058209;-3.766026107;913 079 432;913 071 429;colegio@colegio-estudio.com;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
6085;Colegio Fem School;;;Comedor;Metro: Guzman el Bueno BUS: 2 , 45 , 202 , C , F;Enseñanzas:  Educación Primaria Educación Secundaria Obligatoria Bachillerato (Ciencias - Humanidades y Ciencias Sociales);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8d5cae10c471c010VgnVCM1000000b205a0aRCRD;LOMA;CALLE;V;4;;;;;MADRID;MADRID;28003;6;VALLEHERMOSO;7;CHAMBERI;439298;4477427;40.44528246;-3.715811796;915 539 994 - 915 345 073;915 541 345;jorgevila@colegiofem.es;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
4964314;Colegio Fomento Fundación. Calle Padre Claret;;;;Metro: Alfonso XIII Bus: 9 , 72 , 73;Enseñanzas impartidas:  - Bachillerato (Humanidades y C. Sociales - Ciencias y Tecnología) - Formación Profesional de Grado Superior (Desarrollo de aplicaciones informáticas - Educación infantil);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd26382ab554b110VgnVCM1000000b205a0aRCRD;PADRE CLARET;CALLE;V;23;;;;;MADRID;MADRID;28002;2;PROSPERIDAD;5;CHAMARTIN;443673;4477780;40.44877045;-3.664244582;914 134 125 - 914 161 214;;bachilleratoff@fomento.edu;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados; 
5535;Colegio Fray Luis de León;;;Comedor - Transporte - Horario ampliado;"METRO: Ventura Rodríguez , Arg&amp;uuml;elles BUS: 1 , 2 , 44 , 74 , 133 , 202 , C";ENSEÑANZA: Educación infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e28cae10c471c010VgnVCM1000000b205a0aRCRD;EVARISTO SAN MIGUEL;CALLE;NUM;10;;;;;MADRID;MADRID;28008;2;ARGUELLES;9;MONCLOA-ARAVACA;439320;4475386;40.42688895;-3.715345612;915 472 400;915 595 192;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
5499;Colegio Fuentelarreyna;;;Comedor - Horario ampliado;METRO: Lacoma BUS: 49 , 64 , 67 , 82 , 83 , 133;"ENSEÑANZA: Educación infantil - Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias y Tecnología) - Enseñanza Biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=959cae10c471c010VgnVCM1000000b205a0aRCRD;RAMON GOMEZ DE LA SERNA;CALLE;NUM;62;;;;;MADRID;MADRID;28035;3;PEÑA GRANDE;8;FUENCARRAL-EL PARDO;438451;4481453;40.48148789;-3.726177575;91 373 23 28 - 913 732 200;913 862 655;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
5536;Colegio Fundación Caldeiro;;;;METRO: Ventas BUS: 12 , 21 , 38 , 53 , 74 , 106 , 110 , 146 , 210;ENSEÑANZA: Educación infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología) - Formación Profesional de grado medio (Comercio, Gestión administrativa);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=48acae10c471c010VgnVCM1000000b205a0aRCRD;TOREROS;AVENIDA;NUM;45;;;;;MADRID;MADRID;28028;4;GUINDALERA;4;SALAMANCA;443455;4475970;40.43244119;-3.666665822;91 725 52 00;;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
5454;Colegio Fundación Santamarca;;;;METRO: Concha Espina BUS: 7 , 16 , 29 , 43 , 52 , 120;"Enseñanzas impartidas:  Primer Ciclo de Educación Infantil Segundo Ciclo de Educación Infantil Educación Primaria Educación Secundaria Obligatoria   Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fabcae10c471c010VgnVCM1000000b205a0aRCRD;MARCENADO;CALLE;NUM;50;;;;;MADRID;MADRID;28002;3;CIUDAD JARDIN;5;CHAMARTIN;442845;4477874;40.44956067;-3.674028512;914 158 640;914 159 740;cc.fundacionsantamarca.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
5537;Colegio Gamo Diana;;;;METRO: Empalme BUS: 25 , 36 , 121 , 131 , H RENFE: Empalme;ENSEÑANZA: Educación infantil - Primaria - ESO - BACHILLERATO (Humanidades y C. Sociales - Ciencias y Tecnología);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adccae10c471c010VgnVCM1000000b205a0aRCRD;TEMBLEQUE;CALLE;NUM;104;;;;;MADRID;MADRID;28024;4;ALUCHE;10;LATINA;435313;4471568;40.39220203;-3.762203326;917 176 946;;;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
4967937;Colegio Gaudem;;;Integración preferente: auditivos;BUS: 105;"ENSEÑANZA: Educación Infantil (Primer y segundo ciclo) - Primaria - Educación Secundaria Obligatoria - Bachillerato (Ciencias - Humanidades y Ciencias Sociales - Artes) Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e733cb943e86b110VgnVCM1000000b205a0aRCRD;PLAYA DE BARLOVENTO;CALLE;V;14;;;;;MADRID;MADRID;28042;4;TIMON;21;BARAJAS;449658;4480460;40.47329744;-3.593893757;913 886 477;913 010 182;cc.gaudem.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
4694243;Colegio GSD Las Suertes;;;;Metro: Las Suertes Bus: 142, 145;"Enseñanzas impartidas: - Educación Infantil (Primer y Segundo Ciclo) - Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias) - Formación Profesional de Grado Medio: Gestión Administrativa - Conducción de Actividades Físico-Deportivas en el Medio Natural. - Formación Profesional, Ciclo Formativo de Grado Superior: Acondicionamiento físico, Educación infantil, Administración y Finanzas, Enseñanza y animación socio-deportiva. - Curso preparatorio prueba acceso Grado Superior. Centro biling&amp;uuml;e español-inglés.";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fc4ef68c1b76110VgnVCM1000000b205a0aRCRD;RAFAEL DE LEON;CALLE;V;10;;;;;MADRID;MADRID;28051;1;CASCO H.VALLECAS;18;VILLA DE VALLECAS;449022;4468563;40.36607371;-3.600442517;913 853 505 - 917 861 347;913 853 404;lassuertes@gsdeducacion.com;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados; 
62443;Colegio GSD Moratalaz;;;;METRO: Pavones BUS: 8 , 71 , 100 , 140;"ENSEÑANZA: Educación infantil - Primaria - ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias) - Enseñanza Biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4f6598d1351c010VgnVCM1000000b205a0aRCRD;LUIS DE HOYOS SAINZ;CALLE;NUM;170;;;;;MADRID;MADRID;28030;1;PAVONES;14;MORATALAZ;446676;4472759;40.4037363;-3.628423998;917 723 811;917 723 121;moratalaz@gsdeducacion.com;/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados; 
